,url,type,date,content,file_info
18,https://www.enedis.fr/media/1980/download,Documentation technique de référence,2024-05-16T00:05:00+02:00,Les articles D321-10 et suivants; ainsi que les articles D342-22 à 24 du Code de l’énergie relatifs aux Schémas Régionaux de Raccordement au Réseau des Energies Renouvelables (SRRRER) prévus par l'article L. 321-7 du Code de l'énergie; définissent les conditions de raccordement aux Réseaux Publics d’électricité des Installations de Production d’électricité à partir de sources d’énergies renouvelables.,"Enedis-FOR-RES_25E.pdf, fichier PDF,326.35 Ko"
19,https://www.enedis.fr/media/1977/download,Documentation technique de référence,2024-05-16T00:04:00+02:00,Ce document précise les différentes fiches techniques à remplir par un Demandeur dans le cadre d’une demande de raccordement d'une Installation de Production hors photovoltaïque de puissance supérieure à 36 kVA au Réseau Public de Distribution exploité par Enedis.,"Enedis-FOR-RES_20E.pdf, fichier PDF,711.85 Ko"
20,https://www.enedis.fr/media/1976/download,Documentation technique de référence,2024-05-16T00:03:00+02:00,Ce document précise les différentes fiches techniques à remplir par un Demandeur dans le cadre d’une demande de raccordement d'une Installation de Production photovoltaïque de puissance supérieure à 36 kVA au Réseau Public de Distribution exploité par Enedis.,"Enedis-FOR-RES_18E.pdf, fichier PDF,789.2 Ko"
21,https://www.enedis.fr/media/1973/download,Documentation technique de référence,2024-05-16T00:02:00+02:00,Ce document constitue le modèle de la Proposition Technique et Financière (PTF) pour le raccordement d’une Installation de production ou susceptible d’injecter et de soutirer de puissance comprise entre 36 et 250 kVA au Réseau Public de Distribution d’électricité Basse Tension pour les cas ne relevant pas d'un SRRRER.,"Enedis-FOR-RES_14E.pdf, fichier PDF,352.86 Ko"
22,https://www.enedis.fr/media/1972/download,Documentation technique de référence,2024-05-16T00:01:00+02:00,Ce document constitue le modèle de la Proposition Technique et Financière (PTF) pour le raccordement au Réseau Public de Distribution d’électricité HTA d’une Installation de production; ou susceptible d’injecter et de soutirer; pour les cas ne relevant pas d’un SRRRER.,"Enedis-FOR-RES_13E.pdf, fichier PDF,674.67 Ko"
23,https://www.enedis.fr/media/1926/download,Documentation technique de référence,2024-05-16T00:00:00+02:00,Ce document est le mandat de représentation préconisé par Enedis lorsqu’un utilisateur de réseau souhaite habiliter un tiers à agir en son nom et pour son compte auprès d’Enedis pour le raccordement d’un ou plusieurs sites; nommément désignés ou situés dans une zone géographique définie; au Réseau Public de Distribution d’électricité dont Enedis est gestionnaire; ou la modification de ce raccordement ou de la puissance de raccordement de l'installation desservie.,"Enedis-FOR-RAC_02E.pdf, fichier PDF,219.7 Ko"
24,https://www.enedis.fr/media/4091/download,Document d'information,2024-04-26T10:17:45+02:00,Conformément à l’article L111-62 du Code de l’énergie; le responsable de la conformité a établi son rapport annuel sur la mise en œuvre du code de bonne conduite d’Enedis pour l’année 2023.,"Rapport_2023_sur_la_mise_en_oeuvre_du_code_de_bonne_conduite_dEnedis.pdf, fichier PDF,1.99 Mo"
25,https://www.enedis.fr/media/4053/download,Document d'information,2024-04-01T08:44:52+02:00,Ce guide décrit les modalités de réalisation des relevés de terrain et des études préalables à la pose de réseaux aériens de télécommunications électroniques sur les supports des lignes électriques de Moyenne Tension (HTA) ou de Basse Tension (BT). Il précise les calculs à réaliser; via un système d'informations dédié.,"Enedis-MOP-RES_010E.pdf, fichier PDF,5.25 Mo"
26,https://www.enedis.fr/media/4029/download,Documentation technique de référence,2024-03-20T17:00:00+01:00,Ce document constitue la procédure de traitement par Enedis des demandes d’avis pour l’instruction des certificats et des autorisations d’urbanisme.,"Enedis-PRO-RAC_030E.pdf, fichier PDF,550.9 Ko"
27,https://www.enedis.fr/media/2025/download,Référentiel clientèle,2024-03-20T15:12:57+01:00,Ce document s’inscrit dans le cadre de la mise en oeuvre du mécanisme de capacité. Il présente les règles appliquées pour valider un historique utilisé pour la certification normative des sites de production fatale et les sites en obligation d’achat; les méthodes utilisées pour reconstituer les historiques manquants éventuels ainsi que les méthodes d’analyse utilisées par les gestionnaires de réseau pour calculer le taux de disponibilité effectif.,"Enedis-NOI-CF_96E.pdf, fichier PDF,2.95 Mo"
28,https://www.enedis.fr/media/4042/download,Documentation technique de référence,2024-03-20T09:47:29+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation individuelle de consommation dans le domaine de la basse tension (BT); pour une puissance de raccordement inférieure ou égale à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de tout ou partie de ces raccordements.,"Enedis-PRO-RAC_21E-V8-nv.pdf, fichier PDF,1.68 Mo"
29,https://www.enedis.fr/media/4045/download,Documentation technique de référence,2024-03-20T07:30:00+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation individuelle de consommation dans le domaine de la basse tension (BT); pour une puissance de raccordement inférieure ou égale à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de tout ou partie de ces raccordements.,"Enedis-PRO-RAC_21E.pdf, fichier PDF,1.06 Mo"
30,https://www.enedis.fr/media/2141/download,Documentation technique de référence,2023-12-04T15:15:24+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation individuelle ou collective de consommation dans le domaine de la basse tension (BT) et de la moyenne tension (HTA); pour une puissance de raccordement supérieure à 36 kVA; au Réseau Public de Distribution (RPD) d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de tout ou partie de ces raccordements.,"Enedis-PRO-RAC_14E.pdf, fichier PDF,1.15 Mo"
31,https://www.enedis.fr/media/3852/download,Documentation technique de référence,2023-12-04T10:12:00+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation individuelle ou collective de Consommation dans les domaines de tension HTA et BT; pour une puissance de raccordement supérieure à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de tout ou partie de ces raccordements.,"Enedis-PRO-RAC_14E-V8-nv.pdf, fichier PDF,1.04 Mo"
32,https://www.enedis.fr/media/3851/download,Documentation technique de référence,2023-12-04T09:40:03+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation individuelle de consommation dans le domaine de la basse tension (BT); pour une puissance de raccordement inférieure ou égale à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de tout ou partie de ces raccordements.,"Enedis-PRO-RAC_21E-v7-nv.pdf, fichier PDF,1.36 Mo"
33,https://www.enedis.fr/media/3511/download,Documentation technique de référence,2023-12-04T07:26:24+01:00,Les présentes Conditions Générales s’appliquent à l’Offre de Raccordement et à ses avenants (y compris Avenant L. 342-6) et à l’Offre estimative de Raccordement. Elles complètent les Conditions Particulières et précisent les modalités techniques; juridiques; financières; permettant de raccorder ou de modifier une Installation électrique de consommation de puissance inférieure ou égales à 36 kVA raccordée au Réseau Public de Distribution.,"Enedis-MOP-RAC_001E.pdf, fichier PDF,1.14 Mo"
34,https://www.enedis.fr/media/1929/download,Documentation technique de référence,2023-12-04T00:00:01+01:00,Les présentes Conditions Particulières; complètent les Conditions Générales en précisant les conditions techniques; financières et les délais de mise à disposition des Ouvrages de Raccordement à réaliser pour le raccordement de l’Installation individuelle de consommation d’énergie électrique de puissance inférieure ou égale à 36 kVA raccordée au Réseau Public de Distribution Basse Tension.,"Enedis-FOR-RAC_053E.pdf, fichier PDF,317.55 Ko"
35,https://www.enedis.fr/media/1942/download,Documentation technique de référence,2023-12-04T00:00:00+01:00,Les présentes Conditions Générales s’appliquent à la Convention de Raccordement et à ses avenants (y compris l’Avenant L. 342-6); à l’Offre estimative de Raccordement et à la Proposition de Raccordement Avant Complétude (PRAC). Elles complètent les Conditions Particulières et précisent les modalités techniques; juridiques; financières; permettant de raccorder ou de modifier une Installation électrique de consommation de puissance comprise entre 37 et 250 kVA raccordée au Réseau Public de Distribution.,"Enedis-FOR-RAC_18E.pdf, fichier PDF,1.53 Mo"
36,https://www.enedis.fr/media/1954/download,Documentation technique de référence,2023-12-04T00:00:00+01:00,Les présentes Conditions Particulières de la Convention de Raccordement; complètent les Conditions Générales en précisant les conditions techniques; financières et les délais de mise à disposition des Ouvrages de Raccordement à réaliser pour le raccordement de l’Installation individuelle de consommation d’énergie électrique de puissance supérieur à 36 kVA raccordée au Réseau Public de Distribution Basse Tension.,"Enedis-FOR-RAC_42E.pdf, fichier PDF,376.65 Ko"
37,https://www.enedis.fr/media/3831/download,Document d'information,2023-11-24T09:27:02+01:00,[''],"Bilan_Electrique_Enedis_Analyse_Mensuelle_202310.pdf, fichier PDF,1.13 Mo"
38,https://www.enedis.fr/media/2209/download,Document d'information,2023-11-22T15:13:41+01:00,Notice d'utilisation de votre compteur Linky - Compteur monophasé,"notice_compteur_linky_monophase.pdf, fichier PDF,1.27 Mo"
39,https://www.enedis.fr/media/2211/download,Document d'information,2023-11-22T15:13:41+01:00,Notice d'utilisation de votre compteur Linky - Compteur triphasé,"notice_compteur_linky_triphase.pdf, fichier PDF,1.06 Mo"
40,https://www.enedis.fr/media/673/download,Document d'information,2023-11-22T11:23:51+01:00,[''],"plaquette-facile-avec-linky-economiser-maitriser-lenergie.pdf, fichier PDF,1.61 Mo"
41,https://www.enedis.fr/media/2145/download,Documentation technique de référence,2023-11-09T10:23:00+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation de Production dans le domaine de tension BT; pour une Puissance de Raccordement inférieure ou égale à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de ces raccordements.,"Enedis-PRO-RAC_20E.pdf, fichier PDF,573.5 Ko"
42,https://www.enedis.fr/media/3805/download,Documentation technique de référence,2023-11-09T10:17:06+01:00,Ce document constitue la procédure de traitement des demandes de raccordement d’une Installation de Production dans le domaine de tension BT; pour une Puissance de Raccordement inférieure ou égale à 36 kVA; au Réseau Public de Distribution d’électricité concédé à Enedis; quand Enedis est maître d’ouvrage de ces raccordements.,"Enedis-PRO-RAC_20E-V4nv.pdf, fichier PDF,1.47 Mo"
43,https://www.enedis.fr/media/2016/download,Catalogue des prestations,2023-11-01T00:00:03+01:00,L’objet de ce catalogue est de présenter les prestations proposées par Enedis aux utilisateurs du réseau public d’électricité qui lui est concédé.,"Enedis-NOI-CF_17E.pdf, fichier PDF,3.07 Mo"
44,https://www.enedis.fr/media/2015/download,Catalogue des prestations,2023-11-01T00:00:02+01:00,L’objet de ce catalogue est de présenter les prestations proposées par Enedis aux utilisateurs du réseau public d’électricité qui lui est concédé.,"Enedis-NOI-CF_16E.pdf, fichier PDF,3.1 Mo"
45,https://www.enedis.fr/media/2014/download,Catalogue des prestations,2023-11-01T00:00:01+01:00,L’objet de ce catalogue est de présenter les prestations proposées par Enedis aux utilisateurs du réseau public d’électricité qui lui est concédé.,"Enedis-NOI-CF_15E.pdf, fichier PDF,1.88 Mo"
46,https://www.enedis.fr/media/3754/download,Document d'information,2023-10-26T08:41:25+02:00,[''],"Bilan_Electrique_Enedis_Analyse_Mensuelle_202309.pdf, fichier PDF,1.15 Mo"
47,https://www.enedis.fr/media/2063/download,Documentation technique de référence,2023-10-12T15:13:06+02:00,Intégration de matériels de branchement dans des enveloppes ou équipements avec ou sans bâtiment.,"Enedis-NOI-RES_77E.pdf, fichier PDF,932.55 Ko"
48,https://www.enedis.fr/media/3735/download,Document d'information,2023-09-26T09:39:54+02:00,[''],"Bilan_Electrique_Enedis_Analyse_Mensuelle_202308.pdf, fichier PDF,1.12 Mo"
49,https://www.enedis.fr/media/2062/download,Documentation technique de référence,2023-09-04T00:00:00+02:00,Afin de conférer à la gestion des réseaux et en particulier aux conditions de raccordement toute la transparence que les utilisateurs sont en droit d’attendre; Enedis publie sa Documentation Technique de Référence et s’engage à la respecter.,"Enedis-NOI-RES_71E.pdf, fichier PDF,857.38 Ko"
50,https://www.enedis.fr/media/2394/download,Documentation technique de référence,2023-09-04T00:00:00+02:00,Cette note décrit la méthodologie d’élaboration du coût des ouvrages qui intègrent ensuite le périmètre de mutualisation prévu dans le cadre de la mise en oeuvre des Schémas de Raccordement au Réseau des Energies Renouvelables (SRRRER).,"Enedis-PRO-TEC_020E.pdf, fichier PDF,300.49 Ko"
51,https://www.enedis.fr/documents/depliant-enedis-coproprietaires-les-solutions-de-recharge-de-vehicules-electriques-en,Document d'information,2023-09-01T15:31:01+02:00,[''],"coproprietaires-solutions-pour-installer-borne-de-recharge-voiture-electrique-sur-place-de-parking-immeuble.pdf, fichier PDF,2.14 Mo"
52,https://www.enedis.fr/media/2069/download,Référentiel clientèle,2023-09-01T15:13:08+02:00,Ce document décrit les modalités de traitement par Enedis des demandes exprimées par un porteur de projet d’opération d’autoconsommation collective concernant des points de livraison; en injection ou en soutirage; raccordés au Réseau Public de Distribution géré par Enedis. Il s’agit d’échanges en amont de la signature de la convention d’autoconsommation collective.,"Enedis-OPE-CF_06E.pdf, fichier PDF,1.2 Mo"
53,https://www.enedis.fr/media/2070/download,Référentiel clientèle,2023-09-01T15:13:08+02:00,Ce document décrit les modalités de mise en oeuvre d’une opération d’autoconsommation collective concernant des points de livraison; en injection ou en soutirage; raccordés au Réseau Public de Distribution géré par Enedis. Il s’agit du traitement et de l’échange de données une fois la convention d’autoconsommation collective signée; après le démarrage effectif de l’opération.,"Enedis-OPE-CF_07E.pdf, fichier PDF,955.76 Ko"
54,https://www.enedis.fr/media/3711/download,Document d'information,2023-09-01T14:28:31+02:00,[''],"Bilan_Electrique_Enedis_Analyse_Mensuelle_202307.pdf, fichier PDF,1.14 Mo"
55,https://www.enedis.fr/media/1881/download,Référentiel clientèle,2023-09-01T12:00:00+02:00,La présente convention définit les modalités de mise en oeuvre d’une opération d’autoconsommation collective organisée par une personne morale; liant entre eux un ou plusieurs producteurs et un ou plusieurs consommateurs finals; conformément aux dispositions de l’article L315-2 du code de l’énergie.,"Enedis-FOR-CF_01E.pdf, fichier PDF,1.66 Mo"
56,https://www.enedis.fr/media/3701/download,Documentation technique de référence,2023-08-22T16:56:07+02:00,[''],"6_ECE_FC_abonnement_V2.pdf, fichier PDF,218.06 Ko"
57,https://www.enedis.fr/media/3700/download,Documentation technique de référence,2023-08-22T16:55:35+02:00,[''],"5_ECE_FC_factures_V2.pdf, fichier PDF,380.63 Ko"
58,https://www.enedis.fr/media/3699/download,Documentation technique de référence,2023-08-22T16:53:39+02:00,[''],"4_ECE_FC_PRM_V2.pdf, fichier PDF,388.19 Ko"
59,https://www.enedis.fr/media/3698/download,Documentation technique de référence,2023-08-22T16:52:54+02:00,[''],"3_ECE_FC_habilitations_V2.pdf, fichier PDF,406.31 Ko"
60,https://www.enedis.fr/media/3697/download,Documentation technique de référence,2023-08-22T16:52:11+02:00,[''],"2_ECE_FC_rattachement_SIREN_V2.pdf, fichier PDF,184.93 Ko"
61,https://www.enedis.fr/media/3696/download,Documentation technique de référence,2023-08-22T16:49:51+02:00,[''],"1_ECE_FC_canaux_numeriques_V2.pdf, fichier PDF,379.74 Ko"
62,https://www.enedis.fr/media/3695/download,Documentation technique de référence,2023-08-22T16:32:46+02:00,[''],"ECE_menu.pdf, fichier PDF,824.78 Ko"
63,https://www.enedis.fr/media/2017/download,Catalogue des prestations,2023-08-01T00:00:04+02:00,L’objet de ce catalogue est de présenter les prestations proposées par Enedis aux responsables d’équilibre.,"Enedis-NOI-CF_34E.pdf, fichier PDF,474.05 Ko"
64,https://www.enedis.fr/media/1922/download,Référentiel clientèle,2023-08-01T00:00:00+02:00,Le présent modèle de contrat a pour objet de définir les modalités d’échange d’informations entre Enedis et un Acheteur en Obligation d'Achat pour l’exécution des contrats d’accès au Réseau Public de Distribution et d’Obligation d’Achat d’électricité.,"Enedis-FOR-CF_51E.pdf, fichier PDF,653.42 Ko"
65,https://www.enedis.fr/media/1921/download,Référentiel clientèle,2023-07-24T15:12:31+02:00,Le présent contrat définit les conditions d’accès et d’utilisation de la Plateforme d’échanges d’Enedis par des Tiers Autorisés. Il énonce en conséquence les droits et devoirs des Parties en vue de permettre au Tiers Autorisé de consulter et obtenir communication des données contractuelles et des mesures disponibles dans cette Plateforme et relatives à des PRM de clients raccordés au réseau public de distribution géré par Enedis; pour lesquelles le Tiers Autorisé garantit disposer de l’autorisation explicite et préalable du client.,"Enedis-FOR-CF_50E.pdf, fichier PDF,1.46 Mo"
66,https://www.enedis.fr/media/3676/download,Référentiel clientèle,2023-07-20T14:49:21+02:00,Ce document a été élaboré par Enedis conformément au décret n°2022-1249 du 21 septembre 2022 relatif au déploiement d’infrastructures collectives de recharge relevant du réseau public de distribution d’électricité dans les immeubles collectifs en application des articles L. 353-12 et L. 342-3-1 du code de l'énergie. Cette note présente les règles de calcul de la quote-part au titre de l’infrastructure collective de recharge; en lien avec la convention cadre de raccordement avec préfinancement concertée auprès du CURDE. Ces règles ont été approuvées par la Commission de régulation de l’énergie dans sa délibération 2023-168 en date du 21 06 2023.,"Enedis-NMO-RAC_003E.pdf, fichier PDF,1.14 Mo"
67,https://www.enedis.fr/media/3671/download,Document d'information,2023-07-20T11:00:27+02:00,[''],"Bilan_Electrique_Enedis_Analyse_Mensuelle_202306.pdf, fichier PDF,1.12 Mo"
68,https://www.enedis.fr/media/2978/download,Document d'information,2023-07-20T10:50:00+02:00,Ce document présente les règles de facturation par Enedis de l’opération de raccordement des installations de production d'électricité relevant d'un Schéma Régional de Raccordement au Réseau des Energies Renouvelables (SRRRER) ou d'un volet géographique au Réseau Public de Distribution concédé à Enedis; conformément aux dispositions légales et réglementaires.,"Enedis-PRO-RES_80E.pdf, fichier PDF,566.6 Ko"
69,https://www.enedis.fr/media/2139/download,Document d'information,2023-07-20T10:48:00+02:00,Ce document présente le barème de facturation par Enedis de l’opération de raccordement des utilisateurs du Réseau Public de Distribution concédé à Enedis; ainsi que les règles associées; conformément aux dispositions légales et réglementaires.,"Enedis-PRO-RAC_03E.pdf, fichier PDF,1.66 Mo"
70,https://www.enedis.fr/media/3670/download,Documentation technique de référence,2023-07-20T10:41:30+02:00,La présente Offre de Raccordement s’inscrit dans un ensemble contractuel qui inclut la Convention cadre de raccordement avec préfinancement d’une Infrastructure Collective de Recharge de Véhicules Electriques (IRVE) au Réseau Public de Distribution d’électricité encadrant le préfinancement d’une Infrastructure Collective.,"Enedis-MOP-RAC_010E.pdf, fichier PDF,291.51 Ko"
71,https://www.enedis.fr/media/3669/download,Documentation technique de référence,2023-07-20T10:37:25+02:00,Ce document constitue la Convention cadre de raccordement avec préfinancement d’une Infrastructure Collective de Recharge de Véhicules Electriques (IRVE); dans un immeuble existant; au Réseau Public de Distribution d’électricité concédé à Enedis.,"Enedis-MOP-RAC_009E.pdf, fichier PDF,648.25 Ko"
72,https://www.enedis.fr/media/3668/download,Documentation technique de référence,2023-07-20T10:34:22+02:00,Ce document a été élaboré par Enedis conformément à la loi n° 2021-1104 du 22 août 2021 et au décret n° 2022-1249 du 21 septembre 2022 relatif au déploiement d’infrastructures collectives de recharge relevant du Réseau Public de Distribution d’électricité dans les immeubles collectifs. Cette note présente les règles de dimensionnement; de raccordement et de déclenchement des travaux sur le Réseau Public de Distribution d’électricité pour la solution relevant du Réseau Public de Distribution d’IRVE dans le résidentiel collectif. Elle a été concertée par Enedis dans le cadre du Comité des utilisateurs du réseau de distribution (CURDE) et a été approuvée par la CRE dans le cadre de la délibération 2023-168 en date du 21 06 2023.,"Enedis-NMO-RAC_002E.pdf, fichier PDF,930.1 Ko"
